From	Entry
CLCNKB	P51801
DOK7	Q18PE1
CDC14A	Q9UNH5
MEGF10	Q96KG7
KCTD7	Q96MP8
ITGB2	P05107
CNTNAP1	P78357
ADAMTS13	Q76LX8
DCLRE1C	Q96SD1
CEBPE	Q15744
IL12RB1	P42701
SYNE4	Q8N205
ZMYND15	Q9H091
ZNF141	Q15928
CCDC47	Q96A33
SLC17A5	Q9NRA2
PRDM12	Q9H4Q4
MYOD1	P15172
UNC93B1	Q9H1C4
ADK	P55263
EML1	O00423
ING1	Q9UK53
BHLHA9	Q7RTU4
CAST	O15446
CAST	P20810
CFAP53	Q96M91
HIBCH	Q6NVY1
VPS37A	Q8NEZ2
GGT1	P19440
PCYT2	Q99447
SFXN4	Q6P4A7
LAT	O43561
SBF1	O95248
GTPBP3	Q969Y2
EIF2B1	Q14232
SERPINB7	O75635
CIITA	P33076
CHKB	Q9Y259
TTC19	Q6DKK2
MUSK	O15146
SNX14	Q9Y5W7
C8B	P07358
BRAT1	Q6PJG6
YRDC	Q86U90
UGP2	Q16851
DNAAF5	Q86Y56
POMK	Q9H5K3
THOC6	Q86W42
MOCS2	O96007
MOCS2	O96033
RTN4IP1	Q8WWV3
DPYD	Q12882
MYO5A	Q9Y4I1
POC1B	Q8TC44
MYO3A	Q8NEV4
PEPD	P12955
NUP62	P37198
RELT	Q969Z4
ACAT1	P24752
ACAT1	P35610
ILDR1	Q86SU0
NAXE	Q8NCW5
CD55	P08174
SGPL1	O95470
NDRG1	Q92597
SPNS2	Q8IVW8
SERPINA1	P01009
MAG	P20916
GRID2	O43424
NDUFA10	O95299
MED17	Q9NVC6
EMP2	P54851
NUBPL	Q8TB37
SPATA5L1	Q9BVQ7
TRMT1	O75648
TRMT1	Q9NXH9
FARS2	O95363
DCT	P40126
TMPRSS6	Q8IU80
ITGA8	P53708
PLCE1	Q9P212
LNPK	Q9C0E8
SLC5A1	P13866
MYL9	P24844
GUCY1A1	Q02108
TRIOBP	Q9H2D6
TDRD9	Q8NDG6
FZD6	O60353
NDUFB3	O43676
ACADVL	P49748
BRDT	Q58F21
SLC45A2	Q9UMX9
LPAR6	P43657
SPEF2	Q9C093
JAM3	Q9BX67
DNAAF3	Q8N9W5
EYS	Q5T1H1
EDC3	Q96F86
GAD1	Q99259
NKX2-6	A6NCS4
IGLL1	P15814
DUOX2	Q9NRD8
USP18	Q9UMW8
SLC25A22	Q9H936
TRMU	O75648
NDUFA9	Q16795
ABCC2	Q92887
CFAP58	Q5T655
ATP6V1B1	P15313
UGDH	O60701
GPT2	Q8TD30
DPM3	Q9P2X0
HAX1	O00165
SPG11	Q96JI7
TTLL5	Q6EMB2
IL7R	P16871
COQ7	Q99807
CC2D1A	Q6P1N0
IYD	Q6PHW0
UQCRC2	P22695
SCO1	O75880
EIF2B3	Q9NR50
ISCA2	Q86U28
MMP21	O75900
MMP21	Q8N119
SLURP1	P55000
ALG3	Q92685
EXOC7	Q9UPT5
DPM1	O60762
RSPO4	Q2I0M5
PNLDC1	Q8NA58
CYP26B1	Q9NR63
EARS2	Q5JPH6
FNIP1	Q8TF40
C2CD3	Q4AC94
ARL6IP1	Q15041
CTSC	P53634
PTGER2	P35408
PTGER2	P43116
GPSM2	P81274
PIGO	Q8TEQ8
COQ6	Q9Y2Z9
ESRP1	Q6NXG1
ZBTB42	B2RXF5
LEP	P41159
HMGCL	P35914
GPX1	P07203
NUAK2	Q9H093
FOXRED1	Q96CU9
PDE2A	O00408
MYL1	P05976
DCDC2	Q9UHG0
TRAPPC12	Q8WVT3
COL13A1	Q5TAT6
STXBP2	Q15833
GLRB	P48167
IL21R	Q9HBE5
LYST	Q99698
FA2H	Q7L5A8
ITGA6	P23229
WDR45B	Q5MNZ6
CSF2RB	P32927
ADGRG1	Q9Y653
VPS13D	Q5THJ4
VPS45	Q9NRW7
KRT85	P78386
SACS	Q9NZJ4
GAB1	Q13480
ELAC2	Q9BQ52
CPN1	P15169
CPN1	Q99829
DNAH2	Q9P225
FXN	Q16595
SMN2	Q16637
UQCC2	Q9BRT2
ATP6V0A4	Q9HBG4
ITK	Q08881
F10	P00742
F10	Q9BQ89
GRM6	O15303
DNAJC6	O75061
IGSF3	O75054
RAB5IF	Q9BUV8
RASGRP2	Q7LDG7
APTX	Q7Z2E3
BDP1	A6H8Y1
BDP1	Q99952
MCEE	Q96PE7
SQOR	Q9Y6N5
CLDN1	O95832
MDH2	P40926
NDUFB10	O96000
TBC1D2B	Q9UPU7
TENM3	Q9P273
GPNMB	Q14956
TTC21A	Q8NDW8
EXOSC1	Q9Y3B2
EXOSC8	Q96B26
PDXK	O00764
CNGB3	Q9NQW8
NDUFA6	P56556
AMPD1	P23109
BTD	P43251
RRP7A	Q9Y3A4
PLPBP	O94903
TF	P02787
TH	P07101
TSEN34	Q9BSV6
PNPO	Q9NVS9
AMT	P48728
PCK1	P35558
PMFBP1	Q8TBY8
CYC1	P08574
DNAH5	Q8TE73
NUP155	O75694
BLM	P54132
TFRC	P02786
CYB5R3	P00387
SLC44A1	Q8WWI5
ZP2	Q05996
TNIK	Q9UKE5
HSCB	Q8IWL3
RPL3L	Q92901
NEUROG3	Q9Y4Z2
SLC25A20	O43772
TMC6	Q7Z403
ACO2	Q99798
AGTPBP1	Q9UPW5
ARFGEF2	Q9Y6D5
DNASE1L3	Q13609
BSND	Q8WZ55
OCLN	Q16625
PMM2	O15305
PSMB9	P28065
UQCRFS1	P47985
PTPN23	Q9H3S7
PKD1L1	Q8TDX9
VPS13A	Q96RL7
TREM2	Q9NZC2
P2RY12	Q9H244
GBA2	Q9HCG7
LRPPRC	P42704
MRPS28	P82673
MRPS28	Q9Y2Q9
RARS2	Q5T160
NDUFS2	O75306
MIEF2	Q96C03
SEC31A	O94979
PIP5K1C	O60331
CA12	O43570
FTCD	O95954
SYCE1	Q8N0S2
ATG7	O95352
VWA3B	Q502W6
PRKACG	P22612
COG8	Q96MW5
ZFYVE26	Q68DK2
RNF212	Q495C1
SLC34A2	O95436
CCBE1	Q6UXH8
PLAA	Q9Y263
ATCAY	Q86WG3
AGTR1	P30556
NDUFAF1	Q9Y375
C7	P10643
SYCP2	Q9BX26
CERS1	P27544
CISD2	Q8N5K1
COQ5	Q5HYK3
SNIP1	Q8TAD8
TSFM	P43897
PRKCD	Q05655
TNFRSF10B	O14763
CCDC40	Q4G0X9
ATIC	P31939
AURKC	Q9UQB9
SERPINF1	P36955
MAN2C1	Q9NTJ4
ERLIN1	O75477
DMGDH	Q9UI17
FLAD1	Q8NFF5
POPDC3	Q9HBV1
TECRL	Q5HYJ1
CBX2	Q14781
FECH	P22830
GYS1	P13807
SLC5A6	Q9Y289
STAG3	Q9UJ98
IRX5	P78411
MBOAT7	Q96N66
TUFM	P49411
NDUFS1	P28331
MCM5	P33992
GLRX5	Q86SX6
SURF1	Q15526
CLDN9	O95484
CXCR2	P25025
CD320	Q9NPF0
RPIA	P49247
NPC1	O15118
AMHR2	Q16671
MYD88	Q99836
SCNM1	Q9BWG6
MCFD2	Q8NI22
ABCG5	Q9H222
MRPS34	P82930
DHX38	Q92620
MAGI2	Q86UL8
LRPAP1	P30533
PSMC3	P17980
PYGM	P11217
HEPHL1	Q6MZM0
PXDN	Q92626
ACBD5	Q5T8D3
FGF5	P12034
PDSS1	Q5T2R2
HYLS1	Q96M11
OXR1	Q8N573
EPS8L2	Q9H6S3
NPC2	P61916
AGBL5	Q8NDL9
CCDC115	Q96NT0
VPS51	Q9UID3
SFRP4	Q6FHJ7
PCDH12	Q9NPG4
P3H2	Q8IVL5
AGK	Q53H12
LIMS2	Q7Z4I7
DNAJC12	Q9UKB3
COX16	Q9P0S2
ATP7B	P35670
SLC25A1	P53007
XPNPEP3	Q9NQH7
PTPRF	P10586
SLC25A21	Q9BQT8
VPS33A	Q96AX1
RCBTB1	Q8NDN9
NTHL1	P78549
BLOC1S6	Q9UL45
LHFPL5	Q8TAF8
GEMIN5	Q8TEQ6
PRDM5	Q9NQX1
COA5	Q86WW8
TOR1AIP1	Q5JTV8
AMACR	Q9UHK6
SPEG	Q15772
TBXAS1	P24557
ZMYND10	O75800
CLEC7A	Q9BXN2
RFXAP	O00287
MCCC1	Q96RQ3
PCK2	Q16822
MEI1	Q5TIA1
CD8A	P01732
ZNF526	Q8TF50
HLCS	P50747
ABHD12	Q8N2K0
GOSR2	O14653
SGSH	P51688
SLC30A9	Q6PML9
DHODH	Q02127
CPAMD8	Q8IZJ3
DRAM2	Q6UX65
DNMBP	Q6XZF7
NGF	P01138
SLC12A3	P55017
CLIC5	Q9NZA1
TREH	O43280
HSD3B2	P26439
TSEN15	Q8WW01
LRMDA	Q9H2I8
MS4A1	P11836
FASTKD2	Q9NYY8
EPM2A	B3EWF7
EPM2A	O95278
ENO3	P13929
PFKM	P08237
CEP78	Q5JTW2
SLC26A5	P58743
COQ8A	Q8NI60
CCT5	P48643
SLC9A3	P48764
TPMT	P51580
ZNF341	Q9BYN7
FBP1	P09467
COQ8B	Q96D53
TYK2	P29597
NT5E	P21589
MMADHC	Q9H3L0
LRRC32	Q14392
HGF	P14210
RFC1	P35251
RFC1	P41440
PRICKLE1	Q96MT3
APRT	P07741
ALG11	Q2TAA5
TGM3	Q08188
HINT1	P49773
LIAS	O43766
ASCC1	Q8N9N2
FLVCR1	Q9Y5Y0
SMOC2	Q9H3U7
NDUFA8	P51970
SLC11A2	P49281
ASPA	P45381
AMN	Q9BXJ7
ATOH7	Q8N100
CARS2	Q9HA77
TUB	P50607
CHST6	Q9GZX3
ATAD1	Q8NBU5
OTOF	Q9HC10
CSTA	P01040
ATPAF2	Q8N5M1
F7	P08709
SGCA	Q16586
ADAM22	Q9P0K1
QRSL1	Q9H0R6
CD79A	P11912
UFM1	P61960
CDK5	Q00535
CACNA2D4	Q7Z3S7
NDUFS8	O00217
G6PC3	Q9BUM1
BCKDHB	P21953
ABCA2	Q9BZC7
TFAM	Q00059
GCGR	P47871
NME5	P56597
MTPAP	Q9NVV4
DNAH11	Q96DT5
IDH3B	O43837
STX11	O75558
ASTL	Q6HA08
PNLIP	P16233
PMPCB	O75439
SERPINB6	P35237
PLCZ1	Q86YW0
RORC	P51449
RDX	P35241
SLC45A1	Q9Y2W3
SERPINB8	P50452
EN1	Q05925
GNB3	P16520
MED27	Q6P2C8
DLD	P09622
IL10RB	Q08334
TBX21	Q9UL17
TMPRSS3	P57727
TMPRSS3	Q9NRS4
CWF19L1	Q69YN2
PAX7	P23759
MNS1	Q8NEH6
TTC7A	Q9ULT0
NDUFA11	Q86Y39
NUP160	Q12769
ZPBP	Q9BS86
GLDC	P23378
GAA	P10253
ST3GAL5	Q9UNP4
C1QBP	Q07021
SPG21	Q9NZD8
DNAJC19	Q96DA6
TRAPPC2L	Q9UL33
WDR72	Q3MJ13
VRK1	Q99986
CYP4V2	Q6ZWL3
DZIP1L	Q8IYY4
PLD1	Q13393
ALDH6A1	Q02252
CTPS1	P17812
SGCB	Q16585
BCHE	P06276
SLC38A8	A6NNN8
C8A	P07357
B4GALNT1	Q00973
TLE6	Q9H808
NHLH2	Q02577
FAM161A	Q3B820
CAD	O76075
CAD	P27708
CAD	Q05682
TNFRSF4	P43489
ATG5	Q9H1Y0
CCDC174	Q6PII3
HPS5	Q9UPZ3
PPCS	Q9HAB8
IFNGR2	P38484
LRTOMT	Q8WZ04
LRTOMT	Q96E66
DNAI2	Q9GZS0
TAF2	Q6P1X5
ZNFX1	Q9P2E3
DNASE2	O00115
CD59	P13987
LIPH	Q8WWY8
MDH1	P40925
LHB	P01229
PCSK1	P29120
NT5C2	P49902
ZC3H14	Q6PJT7
MC1R	Q01726
OTOA	Q7RTW8
SP110	Q9HB58
PDZD8	Q8NEN9
RASGRP1	O95267
GATB	O75879
FBXL4	Q9UKA2
KHDC3L	Q587J8
DOCK2	Q92608
OAT	P04181
NSMCE3	Q96MG7
ATP5F1E	P56381
ATF6	P18850
AVIL	O75366
TRAPPC4	Q9Y296
REC114	Q7Z4M0
CACNA2D2	Q9NY47
GALC	P54803
SUOX	P51687
COX4I2	Q96KJ9
ALDH5A1	P51649
MASP2	O00187
TMEM138	Q9NPI0
TUSC3	Q13454
HPCA	P84074
SLC35A3	Q9Y2D2
FERMT1	Q9BQL6
FEZF1	A0PJY2
MLPH	Q9BV36
GRXCR2	A6NFK2
CHAT	P28329
NECTIN1	Q15223
ZFYVE19	Q96K21
NUP88	Q99567
PIGF	Q07326
ALDOB	P05062
IRAK4	Q9NWZ3
RIMS2	Q9UQ26
OTOG	Q6ZRI0
PHYH	O14832
TAT	P17735
HSD17B3	P37058
SLC27A4	Q6P1M0
XDH	P47989
MLC1	P12829
MLC1	Q15049
TRPM6	Q9BX84
VPS50	Q96JG6
ANO6	Q4KMQ2
UNC13D	Q70J99
ALKBH8	Q96BT7
ADAMTS3	O15072
NAA20	P61599
MCOLN1	Q9GZU1
ADAMTS18	Q8TE60
MEIOB	Q8N635
EIF2B2	P49770
TASP1	Q9H6P5
ESRRB	O95718
COLGALT1	Q8NBJ5
SCARF2	Q96GP6
SPAG1	Q07617
HKDC1	Q2TB90
NRROS	Q86YC3
KLK4	Q9Y5K2
TOE1	Q96GM8
PLA2G4A	P47712
ZNF142	P52746
OTOGL	Q3ZCN5
RSRC1	Q96IZ7
ACOX2	Q99424
HFM1	A2PYH4
TCN2	P20062
LRRK1	Q38SD2
MCM10	Q7L590
KLKB1	P03952
DNAH9	Q9NYC9
NFU1	Q9UMS0
AHI1	Q8N157
UQCRH	P07919
RHOH	Q15669
DNAJB2	P25686
CCNO	P22674
NDUFAF3	Q9BU61
CCDC141	Q6ZP82
CD70	P32970
M1AP	Q8TC57
IQCE	Q6IPM2
NDUFS6	O75380
C1QA	P02745
NDUFV1	P49821
CLDN16	Q9Y5I7
MCCC2	Q9HCC0
GPR68	Q15743
GIPC3	Q8TF64
TMIE	Q8NEW7
ERCC6L2	Q5T890
MIPEP	Q99797
HOXC13	P31276
ROR1	Q01973
SLITRK6	Q9H5Y7
RSPO1	Q2MKA7
COL25A1	Q9BXS0
CD36	P16671
RGS9	O75916
HPS4	Q9NQG7
MPDU1	O75352
TENT5A	Q96IP4
PRKRA	O75569
KREMEN1	Q96MU8
TRPM1	Q7Z4N2
ARL13B	Q3SXY8
LRIG2	O94898
PPIP5K2	O43314
POLH	O75417
POLH	Q9Y253
SLC2A10	O95528
CCDC65	Q8IXS2
SPINT2	O43291
NDUFAF4	Q9P032
TBCD	Q9BTW9
SARS2	Q9NP81
HYDIN	Q4G0P3
SLC24A5	Q71RS6
KIAA1549	Q9HCM3
GALNT3	Q14435
PDHB	P11177
NSUN3	Q9H649
MRPS16	Q9Y3D3
LRP2	P98164
SCYL1	Q96KG9
QRICH2	Q9H0J4
CD81	P60033
EMC10	Q5UCC4
CYBA	P13498
CNTNAP2	Q9UHC6
QDPR	P09417
TPRN	Q4KMQ1
ISCA1	Q9BUE6
DTNBP1	Q96EV8
PGAP2	Q9UHJ9
CA5A	P35218
PSMG2	Q969U7
TTC29	Q8NA56
GFM2	Q969S9
HAMP	P81172
ASPH	Q12797
CSTB	P04080
BPGM	P07738
MPZL2	O60487
MYO15A	Q9UKN7
TSHB	P01222
L2HGDH	Q9H9P8
TMEM199	Q8N511
SLC6A3	Q01959
CDAN1	Q8IWY9
BOLA3	Q53S33
METTL23	Q86XA0
CCDC39	Q9UFE4
ECM1	Q16610
GP6	Q9HCN6
NUP205	Q92621
AGXT	P21549
IVD	P26440
LGI4	Q8N135
LINS1	Q8NG48
DNAAF2	Q9NVR5
SLC25A15	Q9Y619
CFAP70	Q5T0N1
PSMB4	P28070
PLOD3	O60568
SLC25A3	Q00325
RAB28	P51157
COPB1	P53618
ITPR2	Q14571
PIGP	P57054
ABHD16A	O95870
LDHA	P00338
MAB21L1	Q13394
TET2	Q6N021
PIGS	Q96S52
ALB	P02768
ALB	Q8TES7
NDUFB9	Q9Y6M9
NAXD	Q8IW45
CFAP69	A5D8W1
CYP21A2	P08686
CYP11A1	P05108
STAT6	P42226
NDP	Q00604
ANOS1	P23352
COL4A5	P29400
DMRT3	Q9NQL9
NR0B1	P51843
MYC	P01106
WNT9B	O14905
FIGLA	Q6QHK4
DMRT1	Q9Y5R6
RAD51D	O75771
FLT1	P17948
VAMP7	P51809
AXIN1	O15169
COL4A6	Q14031
NAB2	Q15742
STOX1	Q6ZVD7
MAMLD1	Q13495
KEAP1	Q14145
EWSR1	Q01844
GREM1	O60565
HS6ST2	Q96MM7
KPNA3	O00505
ISL1	P61371
DLG3	Q13368
DLG3	Q92796
DNAJC13	O75165
CRH	P06850
PDCD1	Q15116
DKK1	O94907
HLA-B	P01889
SLC9A6	Q92581
NEXMIF	Q5QGS0
JRK	O75564
UBE2A	P49459
MYF6	P23409
GABRA3	P34903
MSN	P26038
PAH	P00439
GSTM3	P21266
CLDN2	P57739
PRTN3	P24158
HLA-DPB1	P04440
COL14A1	Q05707
DCTN4	Q9UJW0
ADGRG2	Q8IZP9
CLCA4	Q14CN2
HLA-DPA1	P20036
SLC11A1	P49279
SLC26A9	Q7LBE3
CEACAM3	P40198
CEACAM6	P40199
UBA1	P22314
CLCN4	P51793
CDKL5	O76039
MAPK10	P53779
ARHGEF9	O43307
PCDH19	Q8TAB3
ALG13	Q9NP73
CFAP47	Q6ZTR5
DAZ1	Q9NQZ3
GCNA	Q96QF7
USP9Y	O00507
RBMY1A1	P0DJD3
TEX11	Q8IYF3
CFAP221	Q4G0U5
DDX3Y	O15523
DAZ2	Q13117
KDM5D	Q9BY66
RPGR	Q92834
TSPY1	Q01534
NDUFA1	O15239
PLAGL1	Q9UM63
NTNG1	Q9Y2I2
OPHN1	O60890
GRB10	Q13322
SIM1	P81133
OGT	O15294
PHF8	Q9UPP1
KLHL15	Q96M94
RBM10	P0DW28
RBM10	P98175
BRWD3	Q6RI45
ZIC3	O60481
IL10	P22301
IL23R	Q5VWK5
RBMX	P38159
IFT88	Q13099
CLIC2	O15247
UBAC2	Q8NBM4
RP2	O75695
IL1RAPL1	Q9NZN1
SSR4	P51571
STAT4	Q14765
ERAP1	Q9NZ08
DCX	O43602
TLR4	O00206
CA4	P22748
ATP6AP2	O75787
IL12A	P29459
CCR1	P32246
REV3L	O60673
PLXND1	Q9Y4D7
ITGA2	P17301
CLCNKA	P51800
CAMKMT	Q7Z624
PGK1	P00558
HIC1	Q14526
CD2AP	Q9Y5K6
NUMA1	Q14980
GPKOW	Q92917
GPR35	Q9HC97
ANKFY1	Q9P2R3
SPP1	P10451
SPP1	Q9BX95
RARA	P10276
NABP1	Q96AH0
WAS	P42768
F8	P00451
OGG1	O15527
RNF139	Q8WU17
IRAK1	P51617
TBC1D8B	Q0IIM8
IL2RG	P31785
GAPVD1	Q14C86
PBRM1	Q86U86
TFE3	P19532
PDHA1	P08559
SEMA4D	Q92854
FOXP3	Q9BZS1
MAGED2	Q9UNF1
PPM1B	O75688
ADAMTSL1	Q8N6G6
TRIM28	Q13263
ACSL4	O60488
POU3F4	P49335
CD109	Q6YHK3
FIP1L1	Q6UN15
APOL1	O14791
ZNF592	Q92610
SAA1	P0DJI8
PML	P29590
IRF5	Q13568
ITPR3	Q14573
ZBTB16	Q05516
CCR6	O00421
CCR6	P51684
MST1	P26927
MST1	Q13043
ARHGAP24	Q8N264
USP48	Q86UV5
C2CD6	Q53TS8
ZNRF3	Q9ULT6
DIAPH2	O60879
POF1B	Q8WVV4
PODXL	O00592
IRF4	Q15306
TBL1X	O60907
SLC2A3	P11169
LIN28B	Q6ZN17
DMD	P11532
SLCO1B1	Q9Y6L6
PHKA1	P46020
IL1B	P01584
DCXR	Q7Z4W1
ALK	Q9UM73
OTC	P00480
HAL	P42357
TOP2A	P11388
HSD17B10	Q99714
ATP11C	Q8NB49
SARDH	Q9UL12
KHK	P50053
G6PD	P11413
SLCO1B3	Q9NPD5
LMO1	P25800
ELF4	Q99607
ADORA2A	P29274
GNA14	O95837
SUMO1	P63165
DDX3X	O00571
SASH3	O75995
TSPOAP1	O95153
SLC9A7	Q96T83
UBB	P0CG47
EMD	P50402
TNFSF12	O43508
FHL1	Q13642
TAF1	P21675
XIAP	P98170
EDA	Q92838
CYBB	P04839
TSPAN7	P41732
IGFALS	P35858
EPHA4	P54764
ARHGAP29	Q52LW3
SIN3B	O75182
CD28	P10747
UNC13A	Q9UPW8
FRMPD4	Q14CM0
NIPA2	Q8N8Q9
DAO	P14920
DLG1	Q12959
TNFRSF1B	P20333
NHS	Q6T4R5
BCAP31	P51572
TRAF6	Q9Y4K3
MSL3	Q8N5Y2
ZNF711	Q9Y462
CIZ1	Q9ULV3
PON2	Q15165
HLA-DRA	P01903
DISC1	Q9NRI5
MID2	Q9UJV3
MAGT1	Q9H0U3
BCORL1	Q5H9F3
KCNJ8	Q15842
LRIF1	Q5T3J3
C4B	P0C0L5
CBY1	Q9Y3M2
SH3KBP1	Q96B97
FTSJ1	Q9UET6
GLT8D1	Q68CQ7
EOMES	O95936
TLR8	Q9NR97
CD40LG	P29965
TRAF3	Q13114
NHEJ1	Q9H9Q4
PPARGC1A	Q9UBK2
ANKRD55	Q3KP44
CLTCL1	P53675
EDA2R	Q9HAV5
PON1	P27169
SYN1	P17600
UBQLN2	Q9UHD9
BIRC3	Q13489
TGFA	P01135
ATP6AP1	Q15904
GYPC	P04921
EPOR	P19235
NLGN4X	Q8N0W4
PTPN2	P17706
PON3	Q15166
TLR7	Q9NYK1
SH2D1A	O60880
RHOA	P61586
GPRASP2	Q96D09
KIF4A	O95239
IMPDH2	P12268
XPNPEP2	O43895
AK9	Q5TCS8
ATP10A	O60312
DRD2	P14416
CSF2RA	P15509
NFKBIL1	Q9UBC1
CD244	Q9BZW8
SLC22A4	Q9H015
F9	P00740
IGSF1	Q8N6C5
BCKDK	O14874
DAXX	Q9UER7
ATP2B3	Q16720
ARSI	Q5FYB1
MMEL1	Q495T6
HLA-C	P10321
BTRC	Q9Y297
WNT3A	P56704
XK	P51811
LAMP2	P13473
TNFSF15	O95150
ZFR	Q96KR1
RNF6	Q9Y252
VMA21	Q3ZAQ7
NR4A3	Q92570
HAND2	P61296
KANK1	Q14678
CPA1	P15085
KLHL9	Q9P2J3
ASCL1	P50553
FLRT1	Q9NZU1
DPP9	Q86TI2
ACAT2	O75908
ACAT2	Q9BWD1
SMPX	Q9UHP9
PDK3	Q15120
SORL1	Q92673
FOXO1	Q12778
GJB1	P08034
TMPO	P42166
TMPO	P42167
DLX6	P56179
SEM1	P60896
SEM1	Q6ZVN7
FGF16	O43320
GDI1	P31150
CEP126	Q9P2H0
TAF1A	Q15573
FAM13A	O94988
EPS15L1	Q9UBC2
IFRD1	O00458
TIMM8A	O60220
KIAA0319L	Q8IZA0
TOMM40	O96008
ANKRD1	Q15327
CAP2	P40123
PTCHD1	Q96NR3
ALAS2	P22557
POU2AF1	Q16633
AMPD3	Q01432
HLA-A	P04439
WDR48	Q8TAF3
FHL2	Q14192
FBXW4	P57775
MLX	Q9UH92
DLEC1	Q9Y238
FRZB	Q92765
ABCB7	O75027
TBL1Y	Q9BQ87
GLRA2	P23416
RHCE	P18577
UCP2	P55851
IGF2R	P11717
RHD	Q02161
SF3B1	O75533
CYP7A1	P22680
P2RY11	Q96G91
GPR143	P51810
NYX	Q9GZU5
CYSLTR2	Q9NS75
WDR36	Q8NI36
CTSH	P09668
ARR3	P36575
PRICKLE3	O43900
TERF2IP	Q9NYB0
CHM	P24386
CACNA1F	O60840
FRMD7	Q6ZUT3
ZNF365	Q70YC4
ZNF365	Q70YC5
TGFBR3	Q03167
RS1	O15537
CHRDL1	Q9BU40
ANGPTL6	Q8NI99
TNFSF4	P23510
NTF4	P34130
MGMT	P16455
NLGN3	Q9NZ94
FCGR3B	O75015
EMX2	Q04743
FKBP5	Q13451
ADH1B	P00325
PLEKHG4	Q58EX7
SYP	P08247
BCL6	P41182
BCL2	P10415
TMLHE	Q9NVH6
NUTM1	Q86Y26
NOS1	P29475
NOS1	Q8WY41
MAOA	P21397
PRKCH	C0HM02
PRKCH	P24723
ALOX5AP	P20292
ZFAT	Q9P243
SERPINA12	Q8IW75
PTPN3	P26045
DDIT3	P0DPQ6
DDIT3	P35638
SLMAP	Q14BN4
SLC4A3	P48751
CFP	P27918
ADD1	P35611
CYP3A5	P20815
TAL1	P17542
PTGIS	Q16647
TAL2	Q16559
CREB1	P16220
C1GALT1C1	Q96EU7
RPS14	P62263
ASPSCR1	Q9BZE9
LZTS1	Q9Y250
SSX2	Q16385
MSR1	P21757
SSX1	Q16384
CTHRC1	Q96CG8
HBD	P02042
APOC3	P02656
CETP	P11597
SMAD7	O15105
ABCB1	P08183
IRGM	A1A4Y4
